,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG,HF,Diversified PE,Diversified Debt
30% ACWI - 70% AGG,0.107318579,0,0.118705831,0.011143341,0.012882137,0,6.76E-06,-0.005417463,-0.007437063,-0.019134117,0,0,0.015394552,-0.012878479,-0.001628987,0.020905435,-0.005031915,0,0,0.076513663,0.05197702,0,0.258587795,0.011748645,-0.005232119,-0.028924903,0,-0.049271171,-0.000184113,0.002096692,0,-0.008090207,-0.00221214,0.003319732,0.064954402,-0.000463607,0.032499731,0,0,0
30% ACWI - 70% AGGU,0.031221379,0,0,0.008229324,0.03440006,0.011879176,-0.027349389,0.01245969,0.01133866,0,0.002375875,0.017725312,0.035250114,0,0,0,0.001175721,0,0.004185656,0.005814537,0.12883486,0.003477178,0.096786116,0.064141436,0.022512277,0,0,-0.019764973,0,0.026190826,0,-0.007906181,6.53E-05,-0.001819632,0.019662244,0.03956639,0.056777051,0,0.05156164,0
30% ACWI - 70% MUB,0.001795075,0.019440452,0.035570612,0.001176527,0.01957048,0,0,0,-0.031624229,0.007355426,0.027711324,0.033134417,0.009566228,0,0.01721118,0.025846755,0.00758585,0.001266001,0,0.063021624,0.028471065,0.01357992,0.1610511,0,0,0,0.082968459,0,0,0.015778651,0,-0.001612122,-0.031630945,0.01940801,0,0,0.004057008,0,0.132965209,0
3i Infrastructure Ord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051287029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50% ACWI - 50% AGG,0.173990028,0,0.126495423,0.035625403,0.024141704,0.006324403,0,0,0,0,0,0.01299981,0.017278963,0,0,0.009301554,0,0,0,0.069980647,0.032880533,0,0.167347461,0,0.003543948,0,0,-0.028611057,0,0,0,0,0,0.003527092,0,0,0.058841867,0,0,0
50% ACWI - 50% AGGU,0.104675822,0.008665717,0,0.034136679,0.04999639,0.030640564,0,0.008829333,0.009636134,0,0.003481343,0.036953983,0.031768371,0.008173872,0,0,0.004347175,0,0,0,0.099783931,0.012597581,0.065886082,0.03018411,0.025758998,0.002162904,0,-0.023547727,0,0.010323123,0,0,0,0,0,0.037963224,0.067526575,0,0.041416503,0
50% ACWI - 50% MUB,0.150629769,0.015997653,0.094752255,0.028522592,0.009463734,0,0,0,-0.024721821,0,0.021121349,0.030391066,0.004613815,0,0.006717464,0.017460066,0.00755177,0,0,0.04939061,0.042025667,0.026049703,0.110004246,0,0,0,0.049470657,0,0,0,0,0,-0.024876337,0.017054055,0,0,0.02011871,0,0.118611452,0
60% ACWI - 40% AGG,0.235285447,0,0.145916387,0.05065769,0.022694576,0.009638042,0,0,0,0,0,0.01765329,0.013951852,0,0,0.005944614,0,0,0,0.056319827,0.009455664,0.00432616,0.131060319,0,0.010556286,0,0,-0.037022372,0,0,0,0,0,0.005188883,0,0,0.062149399,0,0,0
60% ACWI - 40% AGGU,0.175386241,0.009686843,0.04272294,0.045250369,0.040289544,0.027904861,0,0.000837258,0.007353697,0,0.001149422,0.036855516,0.02481432,0.009579248,0,0,0.003440165,0,0,0,0.081977555,0.019068353,0.051126516,0.01562979,0.022676674,0,0,-0.029682981,0,0.002940221,0,0,0,0.002398618,0,0.032728999,0.070073394,0,0.051493066,0
60% ACWI - 40% MUB,0.220564574,0.013737542,0.123941731,0.043019919,0.006451581,0.000319432,0,0,-0.020011804,0,0.016877437,0.029376733,0.003125987,0,0.001783305,0.010716607,0.006800554,0,0,0.042723458,0.038485841,0.031363585,0.085045521,0,0,0,0.031649562,0,0,0,0,0,-0.020114239,0.016134642,0,0,0.032849727,0,0.106073941,0
