,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG,HF,Diversified PE,Diversified Debt
30% ACWI - 70% AGG,0.059279464,0,0.085609392,0.009066828,0.023902299,0.004100852,0.000841104,0,-0.004991581,0,0,0.004627327,0.022607378,-0.003119336,0,0.023117405,0,0,0,0.087616248,0.036861754,0,0.245774581,0,0,0,0,-0.02614188,0,0.001645005,0,-0.002984759,-0.001076732,0.001287365,0.047065025,0,0.038597556,0,0,0
30% ACWI - 70% AGGU,0.06780853,0,0,0.01424221,0.026226037,0.004939898,-0.035448762,0.017368773,0.010995421,0,0.00278733,0.00939464,0.030746208,0,0,0,0,0,0,0.004743968,0.107705495,0.004850044,0.1089073,0.057866462,0.024407889,0,0,-0.024706817,0,0.029097879,0,-0.013376149,0,0,0.029483153,0.03577732,0.049840896,0,0.062856095,0
30% ACWI - 70% MUB,0,0.013038596,0.050493697,0,0.018740862,0,0,0,-0.031007369,0,0.028579408,0.034944903,0.010416688,0,0.014939441,0.029148978,0.007438291,0.003195941,0,0.062860315,0.026788467,0.013158106,0.158025299,0,0,0,0.08531595,0,0,0.015739691,0,-0.003642047,-0.028868559,0.019610451,0,0,0.007963548,0,0.121746596,0
3i Infrastructure Ord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058014502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50% ACWI - 50% AGG,0.173838125,0,0.126422338,0.035853155,0.023664991,0.006311131,0,0,0,0,0,0.013497427,0.018096916,0,0,0.009976261,0,0,0,0.070268478,0.031827892,0,0.168214707,0,0.00297882,0,0,-0.028284356,0,0,0,0,0,0.003438779,0,6.98E-05,0.057962866,0,0,0
50% ACWI - 50% AGGU,0.129328727,0.011240949,0,0.0390524,0.047441381,0.026400348,0,0.012651478,0.007700485,0,0.000822906,0.030762439,0.02860306,0.006466731,0,0,0.002100732,0,0,0.001219262,0.083534248,0.012064012,0.07246907,0.023636014,0.030622728,0.004174411,0,-0.019562391,0,0.014468729,0,0,0,0.000648682,0,0.033742327,0.062810932,0,0.040102089,0
50% ACWI - 50% MUB,0.144150961,0.012026144,0.101236281,0.026917842,0.009828342,9.15E-06,0,0,-0.024349815,0,0.021927426,0.031770717,0.00607049,0,0.005377925,0.019220632,0.00751103,0,0,0.049679407,0.040588886,0.026040715,0.108318671,0,0,0,0.050629045,0,0,0,0,0,-0.023300221,0.016807982,0,0,0.02363749,0,0.114117374,0
60% ACWI - 40% AGG,0.234572134,0,0.146524092,0.050995806,0.022402131,0.009429914,0,0,0,0,0,0.017913092,0.014486102,0,0,0.006371553,0,0,0,0.056834669,0.008783961,0.004447686,0.12977413,0,0.010699019,0,0,-0.035129963,0,0,0,0,0,0.00512559,0,3.55E-05,0.06198972,0,0,0
60% ACWI - 40% AGGU,0.196335223,0.013219188,0.040400194,0.049439779,0.038240174,0.023827026,0,0.003786548,0.005671625,0,0,0.031516124,0.021905918,0.00829417,0,0,0.002009399,0,0,0,0.069006097,0.018642766,0.05829783,0.01032703,0.02681623,0,0,-0.027455424,0,0.00623046,0,0,0,0.002968509,0,0.02927165,0.065077673,0,0.052330938,0
60% ACWI - 40% MUB,0.216197522,0.011209241,0.127137983,0.042024752,0.006778078,0.001464083,0,0,-0.019913137,0,0.017345804,0.03058177,0.004230365,0,0.001156048,0.012051424,0.006660536,0,0,0.042607419,0.038141814,0.031293268,0.084250631,0,0,0,0.032702606,0,0,0,0,0,-0.019543659,0.016022603,0,0,0.033599184,0,0.104642161,0
70% ACWI - 30% AGG,0.299827665,0,0.165436158,0.064336043,0.021088009,0.011186926,0,0,0,0,0,0.02298607,0.010668112,0,0,0.002798074,0,0,0,0.044556854,0,0.011208835,0.08659232,0,0.013850721,0,0,-0.037349366,0,0,0,0,0,0.00693058,0,0,0.063666508,0,0,0
70% ACWI - 30% AGGU,0.258944161,0.008825441,0.088396917,0.062352823,0.033377301,0.022332333,0,0,0.002829165,0,0,0.033057825,0.016868018,0.010508959,0,0,0.001862259,0,0,0,0.043320031,0.022547295,0.035351264,0,0.027508318,0,0,-0.02991781,0,9.16E-05,0,0,0,0.005348378,0,0.024148298,0.07170098,0,0.042277301,0
